class_id,object_count,black,blue,brown,gray,green,orange,pink,purple,red,white,yellow
/m/05mln,15100617,832215,6197,33957,28392,729921,5877,756,8397,5287,16826,28720
/m/05n4y,4993363,121287,15049,4561,4435,8668,1522,11915,4207,8657,107852,4926
/m/05r5c,54421881,45085,50379,5587,882,3588,444,1484,378,10756,38387,2190
/m/05s2s,1089981466,184826,19084,103123,22286,3121571,68272,10474,33742,101688,85938,77824
/m/05sv1,21868769,1804,12820,576,244,10716,0,288,220,10286,3864,14532
/m/05vtc,94398474,21042,23247,142879,1958,59256,6584,8412,30891,294329,906059,35595
/m/05z55,8422486,6011,588,2990,0,11501,1430,456,278,3842,30214,2012
/m/05z6w,19226486,3038,41814,315,252,2118,1828,1552,1697,1188,7141,684
/m/05zsy,7531556,3104,6955,1376,282,25529,42867,664,1526,33464,16529,51973
/m/061_f,26354113,13431,6500,8446,444,50234,18668,3336,2474,38611,35778,57717
/m/061hd_,19301,0,0,0,0,0,0,0,0,0,0,0
/m/0633h,4639651,1265,1192,544,440,1560,992,1248,0,440,54048,1472
/m/063rgb,4711823,175,0,0,0,304,228,364,0,392,1024,0
/m/065h6l,814318,472,0,0,0,0,0,228,0,262,268,0
/m/0663v,11889407,860,212,240,0,1264,356,220,0,2674,23724,320
/m/068zj,93111027,285855,27784,15854,29548,21074,3630,69021,7302,40939,324068,11740
/m/06__v,206330,0,0,0,0,0,0,0,0,0,0,0
/m/06_dn,27167299,97547,65697,14762,49758,27858,8980,41859,9396,177268,885916,42960
/m/06_fw,225520,372,328,0,0,576,206,416,168,704,276,712
/m/06c54,9243814,47438,2034,15655,650,4412,3030,220,0,2536,5358,248
/m/06c7f7,482586,54691,7385,12544,880,5558,26684,166645,26462,639532,15248,1036
/m/06j2d,15445857,248713,31873,308,932,384,0,0,166,49851,85107,1404
/m/06k2mb,3553158,103759,9796,2600,1020,5780,856,14452,2912,39161,31952,3408
/m/06lk1,131385843,577661,12632,381483,86264,8468,516,24854,591,34461,1765817,29913
/m/06m11,7361733,67453,94907,6762,3730,20414,14967,666170,24943,1668425,1041540,492673
/m/06mf6,59324538,102870,26839,64337,72311,14150,2571,42255,5066,33219,1179651,16744
/m/06nrc,866403,2472,520,5638,194,1084,0,324,0,1808,2140,548
/m/06pj2k,4929638,165779,225365,36783,25360,28079,22358,432391,131188,1863809,467393,48324
/m/06q40,18757149,2981548,1040331,96835,297494,99445,87883,21224,60428,133835,1079294,168605
/m/06qqb,116010466,314798,363599,55069,85266,33249,5358,1434,2088,54598,81713,10354
/m/06vrz,59576821,128620,72871,44550,26954,245325,16948,52572,7474,118552,377252,87988
/m/06x4c,40878729,70266,22244,6154244,8548,50885,18859,46121,5501,48152,2740705,62215
/m/06y5r,7920639,95884,51577,8776,3953,33949,696,608,3751,79819,45069,4704
/m/06z37_,2985120,5421,768,0,0,424,0,0,0,360,2116,816
/m/07030,386641,284,0,594,0,0,0,324,0,444,1036,0
/m/0703r8,7893,324,1030,590,294,1064,270,714,230,1190,1476,334
/m/071p9,4412833,90473,28954,2296,2504,8562,4152,5588,2688,22180,18120,7056
/m/071qp,2939938,172790,5960,37294,1085393,2124,890,8479,2222,1141895,38783,1844
/m/073bxn,732683,6208,312,842,320,416,1130,0,0,4144,5956,1108
/m/074d1,6184837,5460,2734,230,1400,2417,1824,1080,487,6652,1592,198531
/m/0755b,1632174,79030,5952,5126,584,3680,260,556,280,29269,4948,10526
/m/076bq,86031,0,0,0,0,0,0,0,0,0,0,0
/m/078jl,12229905,823033,49673,205533,17553,345619,4447,8368,7504,68926,194745,70899
/m/078n6m,6195087,10120,600,4344,0,824,0,480,0,552,6424,432
/m/079cl,440970,3994,1480,318,2518,5003,0,456,0,744,7908,224
/m/07_0xk,3017376,299746,6618,119395,0,17853,2087,98,3180,9844,350388,210468
/m/07bgp,15576871,2072560,66839,38718,10279,22172,408,3974,1864,32678,340230,9849
/m/07c52,35249840,44910,4656,2268,18872,4472,1600,288,0,3574,361211,440
/m/07clx,20015870,1411239,21950,32404,7039,3082720,20440,101299,3107,51493,127183,50014
/m/07cmd,21217924,139849,52996,13008,15088,38983,10440,42394,10798,93262,247339,24640
/m/07crc,1187962,0,0,0,0,2261,0,3144,0,793,187,0
/m/07cx4,110459500,69558,7288,25736,22166,28121,8574,12970,868,85424,59556,7516
/m/07dm6,12613863,214894,32307,12908,8628,48379,18431,3509,5006,40971,440985,34011
/m/07fbm7,6922032,4204,3943,1010,154,14416,6279,7884,1442,84633,30384,4766
/m/07gql,3214001,33858,18002,1096,0,2328,11807,18026,7643,21930,90403,91805
/m/07j7r,51016956,357473,70409,227748,73552,2452205,2697875,15048,28292,132510,156205,77616
/m/07j87,8084765,3456,3580,2714,0,696111,12718,30285,7340,259574,7219,89286
/m/07jdr,22965907,63931,173898,7346,3142,20348,5729,3737,7186,41368,61611,14837
/m/07kng9,759768,0,0,400,0,0,0,0,0,0,0,0
/m/07mcwg,12297,0,0,0,0,0,0,0,0,0,0,0
/m/07mhn,8219759,646820,368100,109208,169779,86566,7270,19490,17676,160021,550838,42169
/m/07qxg_,208187,368,560,0,0,0,0,0,0,420,1240,0
/m/07r04,47581436,118527,87311,35789,18964,84875,15805,2870,4714,194712,401368,146275
/m/07v9_z,1069670,0,0,0,0,0,0,0,0,0,0,0
/m/07xyvk,26986,192,0,0,0,0,0,0,0,0,180,0
/m/07y_7,5154066,6480,2300,4665,0,1976,0,452,0,21166,3341,2844
/m/07yv9,185763702,50842,16498,7304,5240,35247,2944,636,584,26880,42219,18996
/m/080hkjn,4276070,48158,6048,9281,780,3700,728,4960,1706,14952,16092,3012
/m/080n7g,580528,0,0,0,0,0,0,0,0,0,0,0
/m/081qc,21359222,72324,21652,10448,1636,65590,61343,48653,59597,8099015,7291235,72940
/m/0838f,1134253628,1969848,4121115,680828,392381,1558671,91023,74740,62505,656748,2490091,459602
/m/083kv,93735681,279633,62524,32229,15627,143778,20591,8901,9568,132623,181671,49293
/m/083vt,134604417,468188,62697,357228,72714,1676360,55212,9542,27512,438610,702232,319888
/m/083wq,26354887,45011,17177,5196,5620,16628,12736,2916,2154,195316,35184,41135
/m/084hf,16935832,62784,13234,32370,11438,126133,23174,23102,9060,210391,282950,20362
/m/084sq,30833263,450320,54222,40465,1231656,13385,356,276,344,547374,612051,126764
/m/084zz,12462103,77754,1173402,1982,1059768,5384,573,3553,1660,9078,964195,1441
/m/0898b,1248286,6323,5912,926,450,12394,380,2421,1598,3358,14762,2650
/m/08dz3q,3321642,0,0,0,0,0,0,0,0,0,0,0
/m/08hvt4,1306802,14450,30222,248070,2546,10184,862,1288,716,9224,37306,8051
/m/08ks85,64019,0,0,0,0,0,0,0,0,0,0,0
/m/08p92x,15379659,7325,13526,12119,3370,11160,66516,18092,2166,11156,143215,62793
/m/08pbxl,5868689,83837,99013,37803,18846,464688,3638,7906,8555,57125,104988,35137
/m/096mb,19181125,322100,95277,6058,4198,72634,2915,2796,4164,2953623,568941,44494
/m/09728,12788428,942970,6455,1353769,10340,13268,21429,5960,578,33303,3233081,11118
/m/09759,43652605,124709,3912,2233407,1960,154640,23379,7398,7770,432269,1255165,130042
/m/099fz,40474368,1368100,108988,719973,727583,1091943,127248,111047,24060,1009956,5411743,1337157
/m/099ssp,6160436,2386,13056,1992,400,3822,340,842,188,1820,15372,3252
/m/09b5t,20465824,57410,8342,112972,2628,23057,42573,3899,2104,58241,176285,31388
/m/09csl,28313328,912338,367506,38010,244892,30789,2898,868,4088,445248,795156,24848
/m/09ct_,28736141,77059,5228,524,1788,9196,2548,866,268,8096,14085,4628
/m/09d5_,20207167,21722,15620,138217,249771,4017,2201,1424,2268,209988,359839,9402
/m/09ddx,10701746,1222194,104856,72591,44304,39903,7807,4221,1934,19435,507745,49532
/m/09dv7,72579248,1893934,6742,955143,165081,25270,40716,4268,11006,1327263,61572,183754
/m/09dzg,9272739,94568,23075,5904,2956,1025472,638,2476,8265,20297,25596,7056
/m/09f20,14950,0,0,0,0,0,0,0,0,0,0,0
/m/09f_2,1592880,13575,3544,5073,370,11132,524,1192,848,3532,9314,2031
/m/09g1w,14646672,5516,7218,2434,828,5286,824,13242,1078,1928,32658,2632
/m/09gtd,3158682,952,2376,2632,624,2432,160,11704,432,372,13328,1872
/m/09gys,1776623,7011,559,278,317,490,154,926,1147,3786,3392,0
/m/09j5n,10906062,3684,536,1038,0,396,0,0,0,828,12204,256
/m/09k_b,7944194,4061,4450,2252,0,40049,32052,3624,990,4969,10764,49723
/m/09kmb,5404977,230066,14255,67567,19485,43618,5866,6564,5504,1678153,69593,31433
/m/09kx5,12278718,38238,16631,202636,9376,10758,1508,1044,798,4000328,405503,7719
/m/09ld4,27709785,19276,21526,40871,3165,415494,2215,4363,7067,21711,17453,17815
/m/09qck,4966027,17282,24568,12776,810,262864,18750,6738,4028,40058,5922,60900
/m/09qw8,2397129,28412,5748,4654,616,124263,216,762,15009,9981,13331,21205
/m/09rvcxw,7160742,12800,16788,830,868,19049,1948,1584,5019,78934,39509,62103
/m/09t49,105232146,158712,145542,593953,126577,6958238,181707,28445,120519,493698,400061,853520
/m/0_cp5,26908724,26328,39180,4251,2368,37250,1532,4829,1164,3016,15422,1406
/m/0_dqb,1292948,444,0,41,0,5494,0,0,0,312,1271,660
/m/0_k2,12015632,461947,22990,69408,5188,39493,1458,670,788,547372,1253244,56355
/m/0b3fp9,94773,3505,1472,224,1217,1858,1143,296,0,1086,7660,1597
/m/0b_rs,5556654,2064,39880,0,0,5800,0,856,0,392,5800,0
/m/0bh9flk,345882,0,0,0,0,0,0,0,0,0,0,0
/m/0bt9lr,28306249,1878236,252608,356352,77579,29026,22634,21057,7456,1038697,936373,876177
/m/0bt_c3,334322038,2102462,6724509,507449,72944,1333275,342855,110830,50585,3283365,836270,1276829
/m/0bwd_0j,32217347,33668,45873,6026,16322,25062,4174,207323,13216,49034,1848955,9269
/m/0bxr4,12641720,9046,3638,1787,0,4254,1737,19986,1784,135059,3698,1738
/m/0by6g,3571219,33846,279050,13526,16768,2016,216,402,224,10516,653845,5571
/m/0c06p,4079182,173882,58254,9512,2398,80831,19605,54762,25473,222013,362892,100121
/m/0c29q,2244429,85213,4188,1932,462,5822,1073,3346,1422,6696,26899,7249
/m/0c2jj,9538143,5022,13336,1780,7566,17571,496,260,626,15533,9966,7334
/m/0c3flmk,46437591,8331427,4848,4792,3714,3027392,24804,10890,4373,4414382,1479597,191859
/m/0c3m8g,108521,0,0,0,0,0,0,0,0,0,0,0
/m/0c3mkw,206192,0,0,0,0,0,0,0,0,0,0,0
/m/0c568,4417479,3096,822,708,258,1620,722,322,492,3224,4940,1796
/m/0c9ph5,265816795,148442,2363585,126368,14951,462844,860664,2015497,1731628,2247204,6766942,4177065
/m/0c_jw,99798948,26866,9640,22434,5364,18917,3394,5634,1616,10359,86696,5408
/m/0ccs93,5664237,18678,12683,2276,0,13759,2738,2197,312,8978,8379,72475
/m/0cd4d,412332,760,0,0,0,0,0,536,0,0,573,0
/m/0cdk2,2995535,2220,228,2880,0,4787,0,0,19942,396,9218,0
/m/0cdl1,6983884,4784,3504,1624,0,38652,1216,2416,782,1044,3096,2104
/m/0cdn1,5960068,272,236,7512,840,376,0,1480,0,1688,2242,260
/m/0cgh4,39724126,104284,55562,171779,195193,1429653,17698,44350,4796,153387,1011280,106572
/m/0ch_cf,460291832,220085,207523,58112,22516,82510,32711,27288,22476,346228,1789952,67590
/m/0chyh,13141184,33087,6584,222143,806,17256,37968,2044,610,8428,63749,222210
/m/0cjq5,2369585,5880,21265,1196,316,11189,1266,3388,1569,220078,4300,1180
/m/0ckwm9,34699746,1902,3935,3618,205,13129,1845530,1042,254,7206,9357,17945
/m/0cl4p,2407985,864,3006,534,264,2264,0,322,256,4074,3082,248
/m/0cmf2,5579673,4548,5680,721,1698,3132,1012,736,464,10659,9200,5656
/m/0cmx8,3327942,3968,14328,552,208,3762,8905,2912,498,6912,9521,4264
/m/0cn6p,10486469,27826,2884,11468,4964,0,0,0,0,5009,40378,574
/m/0cnxs6x,10114146,242320,41189,96935,18950,43816,6958,44200,5926,42983,3763848,635758
/m/0cnyhnx,72567198,558454,112754,82692,68844,11198,1278,1400,1602,903152,580376,41081
/m/0csby,21903455,3004430,429236,199000,865375,119527,47386,219012,306712,1989246,3746969,175255
/m/0ct4f,5827035,11421,5821,1958,888,4407,1000,1822,304,8963,6516,3880
/m/0cvnqh,19866410,14204,18326,9962,6090,124382,1996,1332,1852,35134,34894,7340
/m/0cxn2,38247596,2776,5456,2252,688,13096,12732,29160,2156,948,20296,4408
/m/0cydv,4698195,48840,13345,33357,6244,189260,3640,4502,1500,9382,38094,25502
/m/0cyf8,5343304,124778,397519,61913,3674,27300,38108,22490,33654,39238,514796,243928
/m/0cyfs,8676445,9559,4268,656,912,5252,4136,1472,424,15478,31769,4649
/m/0cyhj_,45603846,26519,41514,46782,10990,108488,174087,16760,14137,241868,54655,255251
/m/0d5gx,53612199,102049,41774,4154,26057,113502,720,8666,1554,87813,440543,11404
/m/0d8zb,202147,1066,4458,1114,350,1424,532,2680,2576,4088,3428,934
/m/0dbrl,17449840,15919,414,13274,0,50153,996,1914,2512,5255,13945,1488
/m/0dbvp,10419389,14466,86162,2082,26314,42409,0,680,270,3898,98437,948
/m/0dbzx,3367527,64345,10183,35775,50553,4562,0,6270,696,22160,252021,11372
/m/0dftk,15195262,1379098,23264,3382,9124,7258,1800,4721,5544,40067,903874,11471
/m/0dj6p,29534100,46668,4318,2698,632,421393,26111,18804,3120,23858,156453,90184
/m/0dj75,5812133,14984,16906,133757,0,2493182,2309,7213,62941,1716478,505529,623463
/m/0djtd,4744042,3386,1900,9279,160,110011,7587,3966,236,9747,20391,5622
/m/0dkxm,8257702,167924,414784,19065,270931,174504,5290,15035,3932,12960,203631,12242
/m/0dkzw,7968434,496,0,0,0,0,0,0,0,496,0,0
/m/0dq75,3964933,10474,712,360,1268,436,0,0,0,484,5632,0
/m/0dt3t,55018264,195537,8311,6563,1700,27615,1902,1324,782,206997,14598,9267
/m/0dtln,13249852,34750,125697,10210,7404,146900,17085,18711,4856,583967,141018,81981
/m/0dv5r,13184174,29113,6522,2660,1600,6970,5147,996,0,52866,54245,1712
/m/0f4s2w,21067522,61304,25239,23986,1246,2415116,59762,1696,6682,38628,53323,312768
/m/0f571,609452,3100,17811,934,180,4306,0,6048,886,34067,13888,1776
/m/0f6nr,24720,0,0,0,0,0,0,0,0,0,0,0
/m/0f8s22,1872783,0,376,616,248,564,0,1040,178,696,488,0
/m/0f8sw,16649655,1366611,3463,6512,612,33398,26607,27768,5742,441468,76498,33156
/m/0f9_l,1506274,30785,3594,18167,2252,45526,1152,3090,10304,7610,35023,6970
/m/0fbdv,1759121,976,192,160,0,308,0,586,3371,966,766,0
/m/0fbw6,3771243,14050,8732,4522,786,267328,1371,11634,53797,748794,272892,9042
/m/0fj52s,3101939,9195,1300,2360,208,9923,57577,976,15257,26690,38469,25031
/m/0fjkt,6873799,324991,156590,50758,12602,31946,21852,398611,41742,486812,106224,55724
/m/0fkw3,69152050,16893,4986,126750,3080,3386,1308,616,936,124709,1540286,16722
/m/0fldg,243209,0,0,0,0,288,0,0,0,0,0,0
/m/0fly7,73803282,590880,2757010,27264,15189,23660,1524,11614,5414,17016,126745,4218
/m/0fm3zh,559561,496,1216,388,0,1400,316,256,378,3368,1237,456
/m/0fnfy,1850880,3241,444,23261,0,16266,8496,2542,1191,5972,5889,6246
/m/0fp6w,8900556,2292,812,1406,1934,13552,17400,3974,836,2538,4324,6804
/m/0fqfqc,3148557,6928,7925,1481,1094,3068,0,3828,548,8341,37094,3114
/m/0fqt361,1897081,132897,3028,26364,5761,81664,1574,1860,744,25620,31980,37446
/m/0frqg3,4127418,39204,5892,1960,546,1554,4832,420,510,4404,14208,1040
/m/0frqm,51829473,28323,204279,462042,25720,41796,21280,62509,9414,134566,563053,190184
/m/0fszt,7039646,37831,9158,39877,2392,14083,68738,31243,2128,27629,240042,281327
/m/0ft9s,549959,4287,22121,1706,380,9667,1064,704,2060,18469,1392,2602
/m/0ftb8,2660836,9853,1832,1164,1602,4225,4697,702,997,15469,4223,53134
/m/0ftbs,1382706,3632,2650,0,404,1168,1284,0,984,1354,772,0
/m/0fx9l,2715850,0,0,0,0,0,0,0,0,0,524,0
/m/0fz0h,712046,3088,502,1776,674,977,111,528,228,1289,8926,2775
/m/0g5s7,34163820,33975,58772,8208,14014,2178626,4505,8760,12081,41082,112547,116612
/m/0gd36,3712600,1296,0,2224,368,0,0,0,0,0,480,0
/m/0gd3n,38084563,150372,227126,30138,150537,188579,6414,4652,6724,746607,141947,35681
/m/0gj37,168456,2548,184,0,0,420,772,188,0,4776,248,728
/m/0gjbg72,9526949,11946,3793,4218,2700,9527,2674,1300,470,4460,31266,2670
/m/0gjkl,105496121,940758,21952,19662,16586,17693,1571,2572,759,35138,29511,3348
/m/0gm28,7723578,10894,13077,12676,1324,34430,16393,26751,4393,52588,64798,16959
/m/0grq0,633765,2480,0,0,0,17406,1958,1491,0,2502,4604,2000
/m/0grw1,5576001,484,2637,667,0,1071289,96062,2046,678,10133,9026,2549
/m/0gv1x,9424367,28260,74429,7002,76917,310110,3378,8442,14850,64615,24461,26052
/m/0gxl3,3982046,12304,288,1178,479,0,0,0,0,0,0,0
/m/0h23m,7203520,230779,3873,31992,6062,2610,0,0,0,10128,25930,6028
/m/0h2r6,130323595,155502,137790,32483,35140,79498,7920,4853,4432,65276,471056,47163
/m/0h8l4fh,5886020,6800,13384,0,0,7264,3112,4036,1444,20488,16076,19532
/m/0h8my_4,918339,0,0,0,0,0,0,0,0,0,0,0
/m/0h8mzrc,795171,424,0,0,0,0,0,0,0,164,1768,0
/m/0h8n6ft,174765,0,0,0,0,0,0,0,0,0,0,0
/m/0h9mv,14298311,30473,1802,2252,1463,50493,0,245,176,4718,15039,1204
/m/0hdln,6075857,24168,1332,888,448,2384,984,276,272,13101,97436,3212
/m/0hg7b,1670934,6652,1841,284,318,256,0,440,230,952,512,0
/m/0hkxq,1150442,724,260,0,0,19904,1616,0,6116,1182,7881,654
/m/0hnnb,8630179,207599,78688,8244,2832,144015,8879,24231,9246,130308,224200,57646
/m/0hnyx,9072161,732,256,4356,0,660,2456,2380,0,480,8548,1368
/m/0hqkz,5021779,272,196,0,0,3208,27562,133250,280,78463,27596,4894
/m/0ht80,244942,0,188,204,0,2744,0,0,816,4592,0,0
/m/0j496,0,0,0,0,0,0,0,0,0,0,0,0
/m/0j4rl,4833194,4916,4433,636507,4918,130,0,3989,5148,5840,397096,680
/m/0jg57,3453120,0,0,0,0,1119296,61720,0,3040,861243,0,303537
/m/0jly1,67107398,33706,9966,107276,2796,13484,2690,556,2186,63069,172008,3894
/m/0jqgx,18062376,23602,53772,3655,501,26776,91867,37499,18281,149824,928457,120338
/m/0jwn_,3511119,596,1216,184,0,3221,1620,1174,3881,29822,1546,1288
/m/0jy4k,410818,1740,1516,3812,444,1140,1307,1744,276,1564,3496,892
/m/0k1tl,97965618,166546,82358,12843,1784,41187,3029,9367,17667,291471,31823,8465
/m/0k362,4117353,127635,14340,3111,164,10529,12783,40222,15980,127441,67742,110697
/m/0k4j,59261366,780038,399257,56493,101235,286005,31022,24406,18159,678320,415815,196062
/m/0k5j,37970686,8098,10455,9136,2570,5008,1212,176,0,24346,14362,2176
/m/0km7z,1111498,9403,1612,796,236,1356,722,1068,860,1524,12140,6503
/m/0kmg4,3154114,4608,19248,40452,1144,3324,1248,32793,5804,2318,34380,8772
/m/0kpqd,969741,2376,641,728,5737,14732,2571,3410,224,11768,1232,5154
/m/0kpt_,410042,0,0,0,0,1400,1573,204,0,0,0,1452
/m/0ky7b,428175,2128,0,0,0,260,0,0,0,0,1000,0
/m/0l14j_,18996485,7055,21762,1567,4131,5851,6403,1079,1841,3631,19160,2384
/m/0l154,3337162,134597,340858,1840,1364,25892,0,1316,1274,3317,3838,0
/m/0l515,8789182,652,1648,5960,378,3962,1858,544,0,2270,35089,1260
/m/0lgk9,326012,729,1364,2518,198,1409,2396,10791,364,288,14018,2477
/m/0ll1f78,3560706,2499,16905,374861,3586,14510,2685,369453,326,86597,349910,3354
/m/0lt4_,992422,3847,306,0,0,1196,0,216,0,3354,324,395
/m/0mcx2,82471,1154,526,0,0,752,92,2201,279,652,3878,0
/m/0mw_6,10741288,290151,109019,10471,31171,237062,1284,4588,32420,455357,277031,51325
/m/0n28_,8331260,25222,1134320,20636,4174,138178,6991,6748,6456,230663,34505,18467
/m/0nl46,80884496,156867,81040,48735,26821,106639,24873,9818,26615,271769,246582,75749
/m/0nybt,279921,628,904,0,0,604,206,684,0,756,1824,1513
/m/0pg52,37733000,1158,0,0,0,101195,0,509,0,641,1380,0
/m/0ph39,3109319,13910,12250,1698,1928,15336,1404,812,0,36093,38821,4817
/m/0qjjc,9936605,4360,0,0,0,0,0,0,0,10386,1200,0
/m/0qmmr,1144444,1796,3049,0,0,376,0,660,376,1770,1112,321
/m/0wdt60w,101017,0,0,0,0,0,0,0,0,0,0,0
/m/0zvk5,13760494,109498,246487,6284,8082,83401,7346,7264,6044,42211,201839,31395
